::1 - - [13/Mar/2025:14:18:02 +0000] "GET /api/health HTTP/1.1" 404 149 "-" "PostmanRuntime/7.43.0"
::1 - - [13/Mar/2025:14:56:20 +0000] "GET /api/health HTTP/1.1" 500 89 "-" "PostmanRuntime/7.43.0"
::1 - - [13/Mar/2025:15:00:11 +0000] "GET /api/health HTTP/1.1" 500 89 "-" "PostmanRuntime/7.43.0"
::1 - - [13/Mar/2025:15:00:57 +0000] "GET /api/health HTTP/1.1" 200 77 "-" "PostmanRuntime/7.43.0"
::1 - - [13/Mar/2025:17:19:29 +0000] "POST /api/users/register HTTP/1.1" 500 95 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [13/Mar/2025:17:20:32 +0000] "POST /api/users/register HTTP/1.1" 500 95 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [13/Mar/2025:17:21:39 +0000] "POST /api/users/register HTTP/1.1" 500 95 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [13/Mar/2025:17:22:02 +0000] "POST /api/users/login HTTP/1.1" 500 95 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [13/Mar/2025:17:22:14 +0000] "POST /api/users/register HTTP/1.1" 500 95 "-" "PostmanRuntime/7.43.0"
::1 - - [13/Mar/2025:17:23:54 +0000] "POST /api/users/register HTTP/1.1" 500 95 "-" "PostmanRuntime/7.43.0"
::1 - - [13/Mar/2025:17:24:49 +0000] "POST /api/users/register HTTP/1.1" 500 95 "-" "PostmanRuntime/7.43.0"
::1 - - [13/Mar/2025:17:26:04 +0000] "POST /api/users/register HTTP/1.1" 200 139 "-" "PostmanRuntime/7.43.0"
::1 - - [13/Mar/2025:17:26:14 +0000] "POST /api/users/register HTTP/1.1" 200 139 "-" "PostmanRuntime/7.43.0"
::1 - - [13/Mar/2025:17:26:20 +0000] "POST /api/users/login HTTP/1.1" 200 139 "-" "PostmanRuntime/7.43.0"
::1 - - [13/Mar/2025:17:26:25 +0000] "POST /api/users/login HTTP/1.1" 200 139 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [20/Mar/2025:12:49:48 +0000] "GET /api-docs HTTP/1.1" 301 158 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [20/Mar/2025:12:49:48 +0000] "GET /api-docs/ HTTP/1.1" 200 3106 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [20/Mar/2025:12:49:48 +0000] "GET /api-docs/swagger-ui-init.js HTTP/1.1" 200 1810 "http://localhost:5000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [20/Mar/2025:12:49:48 +0000] "GET /api-docs/swagger-ui.css HTTP/1.1" 200 154985 "http://localhost:5000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [20/Mar/2025:12:49:48 +0000] "GET /api-docs/swagger-ui-standalone-preset.js HTTP/1.1" 200 229223 "http://localhost:5000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [20/Mar/2025:12:49:48 +0000] "GET /api-docs/swagger-ui-bundle.js HTTP/1.1" 200 1466324 "http://localhost:5000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [20/Mar/2025:12:49:48 +0000] "GET /api-docs/favicon-32x32.png HTTP/1.1" 200 628 "http://localhost:5000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [20/Mar/2025:12:52:45 +0000] "GET /api-docs/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [20/Mar/2025:12:52:45 +0000] "GET /api-docs/swagger-ui.css HTTP/1.1" 304 - "http://localhost:5000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [20/Mar/2025:12:52:45 +0000] "GET /api-docs/swagger-ui-bundle.js HTTP/1.1" 304 - "http://localhost:5000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [20/Mar/2025:12:52:45 +0000] "GET /api-docs/swagger-ui-init.js HTTP/1.1" 200 1810 "http://localhost:5000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [20/Mar/2025:12:52:45 +0000] "GET /api-docs/swagger-ui-standalone-preset.js HTTP/1.1" 304 - "http://localhost:5000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [20/Mar/2025:12:52:45 +0000] "GET /api-docs/favicon-32x32.png HTTP/1.1" 304 - "http://localhost:5000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
